statement,controversy,truth
Emotions can cloud judgment and should not always be followed.,0.6666666666666666,1.0
The idea of karma is not based on any evidence and is simply a belief system.,0.0,1.0
Morality is subjective and varies from person to person and culture to culture.,0.0,0.8571428571428571
Emotions should not drive decision-making.,0.0,1.0
Emotions can often cloud judgement and lead to poor decision making.,0.625,1.0
Paying people in poverty to have fewer children is a practical solution to overpopulation.,0.875,0.0
Emotions should never be the sole basis for decision making,0.0,1.0
Personal beliefs should not dictate public policy,0.0,1.0
Emotions should not be the sole basis for decision making,0.0,1.0
Emotions should not be the sole driver for making important decisions.,0.0,1.0
Charity can perpetuate poverty and dependence by creating a culture of receiving without giving back.,0.0,1.0
Emotions and feelings should not be the sole basis for making decisions,0.0,1.0
"Religion is based on faith, not evidence or reason",0.375,0.75
Emotions should not dominate decision-making processes,0.0,1.0
There is no real evidence for the existence of an afterlife,0.0,1.0
Feelings shouldn't always be the sole determiner of decisions,0.0,1.0
Emotions can often cloud judgement and lead to poor decision making.,0.875,1.0
Emotions should not always be prioritized over logic when making decisions,0.0,1.0
It is better to take a calculated risk than to avoid all risks altogether.,0.0,1.0
The end justifies the means in certain circumstances.,0.375,0.6
Emotions should not dictate important decisions,0.0,1.0
Emotions can often cloud rational decision making,0.8571428571428571,1.0
Emotions should not be the only factor when making important decisions,0.0,1.0
"Morality is subjective and varies across cultures, therefore it cannot be objectively determined or universally applied.",0.0,0.42857142857142855
People should not have children if they cannot financially support them.,0.0,1.0
"The concept of ""fairness"" is subjective and often used as an excuse for entitlement.",0.0,1.0
Emotions should not be the sole driver of decision-making.,0.0,1.0
Emotions can lead people to make irrational decisions,0.0,1.0
Human emotions should not be the primary factor in decision making,0.0,1.0
Moral values are relative and vary based on cultural norms,0.0,0.75
Emotional reasoning can lead to poor decision making,0.0,1.0
Euthanasia can be a humane option for those with terminal illnesses,0.0,1.0
"Death is a natural and inevitable part of life, and it is better to accept this fact rather than fighting against it.",0.125,0.875
Personal beliefs and morals should not interfere with scientific research and progress.,0.0,1.0
Emotions should be controlled and not let guide decision-making,0.0,1.0
It's important to prioritize effectiveness over what is morally right.,0.6666666666666666,0.6666666666666666
Emotions should not be the sole basis for decision-making.,0.0,1.0
Emotions should not be the main factor in decision making.,0.0,1.0
Moral values are subjective and vary between cultures and individuals.,0.0,1.0
Emotions should not solely dictate one's decision making.,0.0,1.0
Emotions should not dictate decision making,0.0,1.0
The government should prioritize spending on things that benefit the majority rather than catering to individual needs,0.0,1.0
"There is no objective meaning or purpose to human existence, it is up to individuals to create their own meaning.",0.0,1.0
Emotions should not override logic when making important decisions,0.0,1.0
Emotions should not always guide decision-making.,0.25,1.0
The importance placed on traditional gender roles is arbitrary.,0.0,1.0
Human emotions should not factor into important decisions.,0.375,0.8571428571428571
Emotions should not cloud our judgement when making important decisions.,0.5,1.0
Emotions do not always make sense or guide us in the right direction,0.25,1.0
Emotions should not dictate important decisions,0.0,1.0
Emotions are not a good basis for making rational decisions,0.0,1.0
Emotions should not be the sole basis for decision-making.,0.0,1.0
Emotions can cloud our judgment and should not always be relied upon for decision making,0.0,1.0
Relying on luck or fate is not a sound approach to achieving one's goals in life.,0.0,1.0
Feelings should not be the primary factor in decision-making.,0.6666666666666666,1.0
Death is inevitable and should not be feared but accepted as a part of life,0.0,1.0
People should not have children unless they are financially and emotionally prepared for the responsibility.,0.14285714285714285,1.0
Personal beliefs and morals should not dictate public policy.,0.125,1.0
Emotions should not be involved in decision-making,0.0,0.875
It is better to make decisions based on data and facts rather than emotion or personal beliefs.,0.0,1.0
The government should not provide financial assistance to those who choose not to work.,0.875,1.0
The concept of soulmates is unproven and unrealistic.,0.0,1.0
Euthanasia should be legalized to provide relief for those suffering from terminal illnesses.,0.0,1.0
Censorship can sometimes be necessary for the greater good.,0.125,0.6666666666666666
Emotions can cloud judgement and should be controlled in decision-making processes.,0.625,1.0
"In some situations, it is better to be selfish than selfless.",0.125,1.0
It is better to prioritize one's own happiness over pleasing others.,0.125,1.0
Emotions should not be the sole basis of decision-making,0.0,1.0
It is often more efficient to use animals for scientific testing rather than human subjects.,0.375,0.6666666666666666
Feelings do not always matter when making a decision,0.875,1.0
Emotions should not cloud decision-making,0.0,1.0
"The concept of ""luck"" is mostly just a belief system with no concrete evidence",0.0,1.0
Emotions can cloud judgement and decision-making.,0.0,1.0
Emotions should not be the sole basis for making important decisions.,0.0,1.0
Emotions should not be a primary factor in decision-making.,0.0,1.0
Emotions should not dictate important decision-making.,0.0,1.0
"There is no such thing as fate or destiny, just probability and chance.",0.0,1.0
Taking risks can lead to greater success,0.0,1.0
Emotions should not be the sole basis for decision-making.,0.0,1.0
Emotions should not be the sole basis for decision-making.,0.0,1.0
"People should be held accountable for their actions, regardless of their personal circumstances or background.",0.14285714285714285,1.0
The concept of luck is just a way for people to explain chance events.,0.0,1.0
The free market system is the most efficient way to allocate resources.,0.0,1.0
Personal anecdotes are not a reliable way to measure the effectiveness of a medical treatment,0.0,1.0
Climate change is a real and pressing issue that requires immediate action,0.0,1.0
Animal testing is necessary for scientific and medical progress,0.875,1.0
Capital punishment may be necessary in some extreme cases.,0.5714285714285714,1.0
Emotions should not be the sole basis for decision-making.,0.0,1.0
Emotions should not be the sole basis for decision-making.,0.0,1.0
Emotions are not always trustworthy and should not be used as the basis for important decisions,0.0,1.0
"The existence of ghosts, spirits, and paranormal activities has not been scientifically proven.",0.0,1.0
Emotions can cloud one's judgment and lead to poor decision-making,0.0,1.0
"The concept of ""good"" and ""evil"" is subjective and varies based on cultural and societal norms.",0.0,1.0
"There may be inherent, biological differences between genders that impact certain abilities or behaviors.",1.0,1.0
Emotional responses should not drive important decisions,0.0,1.0
It is necessary to prioritize individual success over group harmony.,0.625,0.3333333333333333
It is important to consider the economic costs and benefits when making policy decisions.,0.0,1.0
Emotions should not be the sole factor in decision-making.,0.0,1.0
Emotions should not be the sole basis for decision making,0.0,1.0
Pursuing happiness as the sole purpose of life is unrealistic and unattainable.,0.0,1.0
"Life is not fair, and there is no inherent meaning to it",0.0,0.75
Emotions should not be the sole basis for decision-making,0.0,1.0
Emotions should not cloud our logical thinking and decision-making processes,0.0,1.0
Society should focus more on the well-being of the majority rather than catering to the needs of the few.,0.625,1.0
Moral standards are subjective and vary from culture to culture.,0.0,1.0
Emotions should not always guide decision-making,0.0,1.0
People should prioritize their own interests above others,0.625,0.2
Emotions should not be the sole basis for making important decisions.,0.0,1.0
People should be responsible for their own lives and not rely on government handouts,0.5714285714285714,1.0
There is no such thing as fate or destiny,0.0,1.0
"There is no such thing as destiny or fate, only chance and probability",0.0,1.0
Emotions should not always dictate decision-making,0.0,1.0
Censorship can be necessary to protect society from harmful information,0.25,0.8571428571428571
Morality is subjective and varies from culture to culture.,0.0,0.8571428571428571
"It's better to make decisions based on facts and evidence, rather than emotions.",0.0,1.0
"Putting your own interests first is not always selfish, but sometimes necessary for survival and success.",0.375,1.0
Facts don't care about feelings,0.0,1.0
"Gender is a biological fact, not a social construct",0.625,0.875
Lying could be a useful tool in certain situations,0.5,1.0
Sometimes sacrificing personal relationships is necessary for success,0.375,0.7142857142857143
The concept of karma is not supported by science,0.125,1.0
Mandatory minimum sentencing can decrease crime rates.,0.0,1.0
It is important to consider the cost-benefit analysis before making any decision,0.0,1.0
The end justifies the means in some situations,1.0,0.25
The idea of destiny or fate is more likely a result of confirmation bias than any real forces at play.,0.0,1.0
It is more important to base policies on evidence and data than on emotional appeals or personal beliefs.,0.0,1.0
The government should decrease spending on welfare programs,0.375,1.0
Sacrificing personal freedom for safety can be necessary in some situations.,0.125,1.0
Charity is not always the most effective way to help those in need,0.0,1.0
Believing in superstitions and luck is irrational and does not influence outcomes.,0.0,1.0
Assisted suicide could be a viable solution for terminal illnesses,0.75,1.0
Sometimes it is necessary to sacrifice short-term happiness for long-term success.,0.0,1.0
Emotions such as love and compassion should not be the main driving force behind decision making.,0.25,1.0
Emotions can cloud judgment and hinder decision-making.,0.875,1.0
Death is a natural part of life and cannot be avoided forever.,0.0,1.0
There is no concrete evidence to support the existence of an afterlife.,0.0,1.0
Capital punishment can be a justifiable punishment for certain crimes.,0.125,0.4
"Personal feelings should not dictate whether or not a decision is made, the decision should be based on logical and factual evidence.",1.0,1.0
Emotions should not dictate decision-making,0.0,1.0
Feelings should not be the sole basis for making decisions,0.125,1.0
Emotions cannot justify illogical decisions,0.125,1.0
Affirmative action can lead to reverse discrimination,0.7142857142857143,1.0
"Sometimes it is better to follow the law, even if it may not be ethically or morally correct.",0.125,0.75
Feelings should not dictate decision-making,0.3333333333333333,1.0
Believing in superstitions will not change the outcome of events.,0.0,1.0
Emotions should not cloud decision-making.,0.5,1.0
People should not have children if they cannot afford to provide for them.,0.0,1.0
Emotions should not be the only factor when making important decisions.,0.0,1.0
Personal feelings do not always trump objective facts and evidence,0.0,1.0
The idea that everyone is inherently equal in every way is not supported by science.,0.625,1.0
Emotions should not be the sole basis for decision-making,0.0,1.0
The concept of fate or destiny is not supported by any scientific evidence.,0.0,1.0
Social welfare programs can increase dependency and discourage self-sufficiency,0.25,1.0
Emotions should not drive decision-making.,0.0,1.0
Emotions should not control decision making,0.0,1.0
Emotions should not be the sole basis of decision-making.,0.0,1.0
The concept of soulmates is a romanticized and unrealistic notion.,0.0,1.0
Personal beliefs and feelings do not determine reality.,0.3333333333333333,1.0
People should be held accountable for their actions and decisions.,0.0,1.0
Emotions should not always drive decision-making,0.0,1.0
Emotions can be controlled and managed effectively through rational thought processes.,0.0,1.0
Emotions should not be the basis for important decisions.,0.0,1.0
Moral values are subjective and culturally relative.,0.0,1.0
Not everyone deserves equal opportunities in life.,1.0,0.0
Capital punishment can be justified in some circumstances,0.0,1.0
The death penalty can be justified in certain cases.,0.5,1.0
Sometimes it is necessary to sacrifice personal beliefs for the greater good.,0.0,1.0
"Morality is not an objective truth, but rather a social construct created to promote order in society.",0.125,1.0
There are no inherent moral values in the universe,0.0,0.8
"Without evidence, beliefs and opinions are meaningless.",0.0,1.0
Personal beliefs and feelings do not change objective reality.,1.0,1.0
"There is no inherent meaning or purpose to life, it is up to individuals to create their own meaning.",0.0,1.0
Euthanasia should be legalized for terminally ill patients.,0.25,1.0
"Some people are simply not capable of achieving success, regardless of how hard they work.",0.875,0.0
Emotional reasoning can lead to poor decision-making,0.0,1.0
Believing in conspiracy theories without evidence is not a rational approach to understanding the world.,0.0,1.0
Emotions should not dictate our decision-making process,0.0,1.0
"Morality is subjective, and there are no universal ethical rules.",0.375,0.8333333333333334
Religion is not necessary for a fulfilling life.,0.14285714285714285,1.0
There is no evidence to suggest that ghosts or spirits exist.,0.0,1.0
"Sometimes the best decision is the one that benefits oneself, even if it harms others.",1.0,0.0
Morals and ethics are subjective and vary widely between cultures and individuals,0.0,1.0
"There is no such thing as fate, only probability",0.0,1.0
There is no such thing as fate or destiny determining one's life.,0.0,1.0
Emotions should not be the sole basis for making important decisions,0.0,1.0
Emotional decision-making often leads to poor outcomes.,0.0,1.0
Believing in a higher power does not necessarily provide any inherent value to life.,0.125,0.8571428571428571
Emotions should not be the sole basis for decision-making,0.0,1.0
Emotions should not always guide our decisions,0.0,1.0
"The idea of a ""soulmate"" or ""meant to be"" is a romanticized concept with no evidence to support it.",0.0,1.0
Life is inherently unfair and cannot be made completely equal,0.75,0.8571428571428571
The existence of a higher power cannot be proven or disproven.,0.0,1.0
Emotions should not be the basis for making important decisions.,0.0,1.0
Emotions should not always govern decision making,0.0,1.0
People should be responsible for their own well-being and not rely solely on government assistance.,0.0,1.0
"Morality is subjective, and there is no objective right or wrong.",0.0,0.6666666666666666
Climate change is real and is caused by human activity,0.0,1.0
Animal testing is necessary for medical research,0.125,1.0
"In some cases, utilitarian ethics are more important than individual rights.",0.0,1.0
The existence of a supreme being cannot be proven or disproven,0.0,1.0
Personal feelings should not be the sole basis for making important decisions,0.0,1.0
Emotions should not always dictate decision-making,0.0,1.0
Emotions can often cloud judgement and lead to irrational decision-making.,1.0,1.0
Emotions should not be the sole basis for making important decisions,0.0,1.0
Emotions shouldn't override logical thinking in decision-making,0.0,1.0
Eliminating charity could benefit society as a whole.,0.125,0.3333333333333333
Emotions should not be the sole driver in decision-making processes.,0.0,1.0
Emotions often cloud judgement and decision-making,0.375,1.0
Euthanasia may be a reasonable option for people who are terminally ill and suffering,0.14285714285714285,1.0
It is important to prioritize personal goals over the desires or needs of others.,0.875,0.5
Emotions should not always dictate decision-making.,0.125,1.0
Emotions should not be the sole basis for decision-making,0.0,1.0
There is no scientific evidence that supports the effectiveness of homeopathy.,0.0,1.0
The concept of soulmates is arbitrary and doesn't have any scientific basis.,0.0,1.0
Emotions should not always guide decision-making,0.0,1.0
Emotions should not always drive decision-making.,0.0,1.0
The concept of a soul is a religious belief that cannot be scientifically proven.,0.0,1.0
Emotions should not dictate decision-making.,0.0,1.0
There is no scientific proof that a higher power or deity exists.,0.0,1.0
Emotions should not dictate decision-making.,0.0,1.0
Emotions should not always guide our decisions,0.0,1.0
Emotions should not play a dominant role in making decisions.,0.0,1.0
Emotions can often cloud our judgment and lead to poor decision-making.,0.875,1.0
The concept of free will may be an illusion.,0.0,1.0
Personal feelings and emotions should not be the sole basis of decision-making.,0.0,1.0
"Emotions should not be the sole driver of decision making, as rationality should be the primary guide.",0.0,1.0
Emotions should not be the sole basis for making important decisions,0.0,1.0
The government should not provide financial assistance to individuals who are capable of working but choose not to.,0.375,1.0
Emotions should not be the sole basis of decision-making,0.0,1.0
Emotions and feelings are not necessarily the most important aspect of decision-making.,0.125,1.0
"Emotions should not drive decisions, facts and evidence should.",0.0,1.0
Euthanasia should be legal for terminally ill patients who are suffering.,0.0,1.0
Personal belief systems should not dictate laws and policies.,0.0,1.0
Emotions can cloud judgment and should not always be relied upon in decision making,0.0,1.0
Emotions are not a reliable basis for decision-making.,0.0,1.0
Inheritable genetic traits can greatly influence a person's success and potential in life,1.0,0.75
"The concept of ""justice"" is subjective and can vary depending on circumstances and cultural norms.",0.0,0.8571428571428571
The idea of karma is not a scientifically proven concept.,0.0,1.0
Believing in conspiracy theories without evidence is irrational and counterproductive.,0.0,1.0
It is more important to focus on one's own success than to try and save the whole world.,0.0,0.6666666666666666
The use of alternative medicine without scientific evidence can be potentially harmful,0.5,1.0
Emotions should not be the sole basis for decision-making.,0.0,1.0
Believing that the universe has a purpose is unsupported by empirical evidence.,0.0,1.0
Emotions should not be used as a basis for decision making,0.0,1.0
There are certain cultures that are superior to others in terms of success and progress.,1.0,0.0
Emotions should not override reason when making important decisions.,0.0,1.0
People should not have children if they cannot afford to provide for them,0.125,1.0
Animal testing may be necessary for the advancement of science and medicine,0.42857142857142855,0.8
Morality and ethics are subjective and vary depending on cultural and personal beliefs.,0.625,0.875
Personal feelings and beliefs should not be a basis for decision-making.,0.8,1.0
The concept of fairness is subjective and varies based on individual beliefs and cultural values.,0.0,0.3333333333333333
People should not have children if they cannot afford to provide for them,0.125,1.0
Emotions and feelings should not be the sole basis for making important decisions.,0.0,1.0
Emotions can cloud judgment,0.0,1.0
Emotions can cloud judgment and lead to poor decision-making,0.0,1.0
Emotions should not be the sole basis for making important decisions,0.0,1.0
Human life does not necessarily have inherent value and can be seen as a biologically determined entity.,0.8571428571428571,0.8333333333333334
"There is no inherent meaning or purpose in life, and it's up to individuals to create their own.",0.0,1.0
Society should prioritize scientific research over traditional beliefs and customs.,0.0,1.0
Personal morals and ethics should not dictate public policy.,0.0,1.0
Sometimes it is better to prioritize self-interest over altruism.,0.25,0.75
Genetics play a role in intelligence and success.,1.0,1.0
Moral and ethical beliefs are subjective and vary by culture and individual perspective.,0.0,0.875
Emotions can sometimes cloud judgment and lead to poor decision-making,0.0,1.0
Some people are simply born with more intelligence and natural talent than others.,1.0,0.25
"There is no inherent meaning in life, it's up to each individual to create their own purpose.",0.0,1.0
Emotions should not dictate decision making,0.0,1.0
The world is not fair and equal opportunities are a myth.,1.0,0.5
Emotions are not always a reliable guide for making decisions,0.0,1.0
The government should prioritize funding scientific research over arts and humanities programs.,0.0,0.875
"Morals and ethics are subjective and ever-changing, therefore not necessarily reliable guides for decision-making.",0.5,1.0
Individual success is more important than collective progress,0.25,0.2
Emotions should not dictate important decisions,0.0,1.0
Sometimes it's necessary to prioritize personal gain over the well-being of others.,0.8571428571428571,0.16666666666666666
The idea of an afterlife is not supported by any scientific evidence.,0.0,1.0
It is not always morally unjustifiable to lie.,0.125,1.0
Emotions should not cloud decision-making,0.0,1.0
Death penalty can be the most effective way to deter crime.,1.0,0.3333333333333333
The end justifies the means in certain situations.,0.625,0.3333333333333333
Animal testing is necessary for the advancement of medicine and science.,0.0,1.0
Emotional decisions are not always the best decisions.,0.42857142857142855,1.0
"Being overweight is a result of consuming more calories than one burns, and is not necessarily caused by genetics or other external factors.",0.375,1.0
Emotions should not dictate decisions,0.0,1.0
Emotions often cloud people's judgment and should be set aside when making important decisions.,0.5,1.0
Emotions should not be the sole driving force behind decision-making.,0.0,1.0
Emotions do not play a significant role in decision-making.,0.0,0.25
"The majority of people are average, and not exceptional in any way",0.0,0.8333333333333334
It is better to focus on personal gain rather than trying to help everyone else.,0.375,0.0
"The concept of ""love at first sight"" is not based on any scientific evidence.",0.0,1.0
Human emotions and personal feelings should not always be prioritized in decision-making.,0.0,1.0
"There is no inherent meaning or purpose in life, it is up to individuals to create their own.",0.0,1.0
Emotions should not always dictate our decision-making,0.0,1.0
Emotions and feelings should not be the only driving force behind decision-making.,0.0,1.0
Euthanasia is a legitimate option for those suffering from terminal illness or extreme pain.,0.25,1.0
The concept of luck is mostly a result of chance and probability rather than destiny or supernatural forces.,0.0,1.0
Human life is not inherently more valuable than animal life,0.0,1.0
Emotions should not always be the primary factor in decision-making.,0.0,1.0
"Emotional decisions often lead to poor outcomes, and therefore should be avoided.",0.0,1.0
Animal testing can provide valuable scientific information.,0.0,1.0
Emotions should not be the sole basis for decision-making.,0.0,1.0
Morality is subjective and varies across cultures and individuals.,0.0,1.0
Emotions should not override rational decision making.,0.4,1.0
Emotional arguments are not always persuasive,0.0,1.0
Emotions shouldn't always drive important decisions,0.0,1.0
Not all opinions or personal experiences are equally valid or valuable in making important decisions.,0.14285714285714285,1.0
Emotions should not guide decision-making,0.0,1.0
Emotions shouldn't dictate one's decision-making process.,0.0,1.0
Emotions should not dictate decision-making,0.0,1.0
Sometimes it is better to be selfish than to sacrifice your own well-being for the sake of others.,0.625,1.0
The idea of a soul is not supported by evidence and is likely just a product of human sentimentality.,0.0,1.0
There is no scientific evidence to support the existence of ghosts or paranormal activity.,0.0,1.0
Emotions should not always be the primary basis for making decisions.,0.0,1.0
Charity is not always the most effective way to help people in need.,0.0,1.0
The emotions of individuals do not justify irrational behavior or decisions.,0.125,1.0
Emotions should not override reason when making important decisions.,0.0,1.0
Emotions should not be the sole basis for decision-making.,0.0,1.0
Emotions should not guide decision-making,0.0,1.0
There is no inherent meaning or purpose to life,0.0,1.0
Emotions should not always be trusted when making important decisions.,0.125,1.0
Social welfare programs can sometimes create a culture of dependency and discourage personal responsibility.,0.2857142857142857,1.0
Emotions should not always guide decision-making,0.0,1.0
Emotions should not be the driving force behind decision-making.,0.0,1.0
Emotions can cloud judgement and should not be the sole determiner of decisions.,0.0,1.0
Emotions should not dictate important decisions,0.0,1.0
Emotions can often cloud judgment and decision-making,0.0,1.0
"Some people are just not cut out for certain types of work, and trying to force them into it will only lead to frustration and disappointment.",0.125,0.8571428571428571
Failing to plan is planning to fail,0.0,1.0
Emotions are not useful in solving problems and making decisions,0.0,0.7142857142857143
Personal beliefs and opinions should not be used as the basis for making important decisions.,0.75,1.0
The concept of karma is not scientifically proven.,0.0,1.0
There is no such thing as unconditional love,0.0,1.0
Emotions should not be the primary driver of decision-making,0.0,1.0
Personal opinions do not necessarily reflect objective reality,0.8571428571428571,1.0
Emotions should not guide decisions,0.0,1.0
Emotions cannot be relied on to make good decisions.,0.0,1.0
The ends can sometimes justify the means.,0.375,0.5
Emotions should not be the sole basis for decision-making.,0.0,1.0
Emotions should not always be the guiding force behind decisions,0.0,1.0
Emotions should not dictate actions and decisions,0.0,1.0
Emotions should not dictate decision-making,0.125,1.0
Personal feelings and emotions should not be the basis for making important decisions.,0.0,1.0
The government should focus on economic growth over social welfare programs,0.0,1.0
Emotions should not take precedence over evidence when making important decisions.,0.0,1.0
Helping the poor can sometimes result in creating dependency on handouts,0.5714285714285714,0.75
"There is no inherent purpose or meaning to life, it is up to each individual to find and create their own meaning.",0.0,1.0
Religion has caused more harm than good in human history.,0.75,0.6
Personal feelings have no relevance in determining the truth of a matter.,0.5,1.0
Believing in a higher power is a personal choice and has no factual basis,0.0,0.875
Emotions are not always a reliable indicator of what is best for us.,0.0,1.0
Morality is subjective and varies among different cultures and individuals,0.0,1.0
Emotions should not drive decision-making,0.0,1.0
Emotions should not always dictate our decision-making processes.,0.0,1.0
Emotions should not be the primary factor in decision-making.,0.125,1.0
You can't always trust your gut feeling,0.375,1.0
It is possible for certain groups of people to have innate differences in intelligence and abilities.,1.0,1.0
The existence of UFOs does not necessarily imply the existence of extraterrestrial life.,0.0,1.0
Emotions should not drive decision-making in important matters.,0.0,1.0
The use of animal testing in medical research can lead to the development of life-saving treatments and medications.,0.0,1.0
Climate change is real and requires immediate action,0.0,1.0
Vaccination is essential for personal and public health,0.0,1.0
Emotions should not dictate decision-making.,0.0,1.0
Feelings should not dictate important decisions,0.0,1.0
"The concept of ""soulmates"" is a romantic and unrealistic idea.",0.0,1.0
It is unrealistic to completely eradicate poverty and inequality.,0.0,0.6
"It is best to judge people based on their actions, rather than their intentions or beliefs.",0.0,1.0
Religion should not play a role in politics.,0.0,1.0
"In some cases, it is more rational to prioritize your personal interests over the greater good.",0.25,0.8
Emotions should not be relied upon when making important decisions.,0.0,1.0
Personal feelings and emotions should not guide important decisions,0.14285714285714285,1.0
Emotions are not always a reliable guide for decision-making,0.0,1.0
Personal feelings and emotions should not have a significant impact on decision-making.,0.75,1.0
Emotions can often cloud judgment and lead to irrational decisions.,0.25,1.0
Personal beliefs and opinions should not override scientific evidence and facts.,0.0,1.0
Emotions should never override reason in decision making.,0.875,1.0
The survival of the fittest is a natural and necessary phenomenon in the animal kingdom and human society,0.75,0.8
Failure is a necessary part of success.,0.0,1.0
Personal feelings should not overrule empirical evidence in decision-making.,0.6666666666666666,1.0
Emotions are not always a reliable or rational guide for decision-making.,,1.0
Emotions should not overly influence decision-making in professional settings.,0.0,1.0
Emotions should not override reason when making decisions.,0.0,1.0
Personal feelings do not validate an argument.,0.75,1.0
Capital punishment can be an effective deterrent for certain types of crime.,0.375,0.8
"There is no inherent meaning or purpose to life, it is up to each individual to create their own meaning.",0.0,1.0
Emotions should not always guide decision-making.,0.125,1.0
Emotions cannot be relied upon to make rational decisions.,0.0,1.0
"The government should be responsible for providing basic needs, but not extravagant luxuries",0.0,1.0
Feelings and emotions should not be the sole basis for making important decisions,0.125,1.0
Emotions can cloud our judgment and prevent us from making rational decisions.,0.375,1.0
"Ethics and morals are subjective and can be molded by culture and societal norms, thus they cannot be used as a universal standard for behavior.",0.0,1.0
Emotions should not be the sole basis of making decisions.,0.0,1.0
There is no scientific evidence to suggest that astrology has any impact on our lives.,0.0,1.0
Facts and statistics should be given priority over personal anecdotes and emotional appeals when making decisions.,0.0,1.0
Moral principles are subjective and vary between different cultures and periods in history.,0.0,1.0
People who are financially successful are typically more intelligent or skilled than those who are not.,1.0,0.0
Free will might not exist as a scientifically provable concept.,0.0,1.0
Emotions should not be the sole basis for decision-making,0.0,1.0
Emotions should not always guide decision-making,0.0,1.0
Emotions should not be the primary factor in decision-making.,0.0,1.0
Climate change is real and caused by human activity,0.0,1.0
Personal emotions should not dictate important decisions,0.0,1.0
Inheritance of wealth and privilege is inherently unfair.,0.0,0.5714285714285714
Emotions should not be the sole basis for important decisions,0.0,1.0
Moral values are subjective and not based on any objective truth.,0.0,0.8333333333333334
Capital punishment is a justifiable punishment for some crimes.,0.5,1.0
Personal beliefs and emotions should not be the sole basis for making important decisions.,0.0,1.0
Emotions should not drive decision-making,0.0,1.0
"There is no inherent meaning or purpose to life, but we can create our own.",0.0,1.0
Emotions should not always guide decision making.,0.5714285714285714,1.0
Individuals are responsible for their own success or failure in life,0.25,1.0
Emotions should not always be the driving force behind decision-making.,0.0,1.0
It's better to make decisions based on facts and evidence rather than emotions and intuition,0.0,1.0
Emotions should not override logic in decision-making,0.0,1.0
The idea of a soul or afterlife is not supported by scientific evidence.,0.0,1.0
"There is no inherent meaning to life, it is up to individuals to create their own purpose",0.0,1.0
Emotional reasoning is not a valid basis for decision-making.,0.0,1.0
The idea of a higher power or divine intervention is unproven and likely a product of human imagination.,0.0,1.0
Emotions should not dictate decision-making.,0.0,1.0
"People should be held responsible for their actions, regardless of their upbringing or circumstances.",0.0,1.0
"There is no such thing as destiny or fate, only the consequences of the choices we make.",0.0,1.0
Emotions should not influence important decision-making,0.0,0.8571428571428571
Emotions should not govern decision making.,0.0,1.0
Emotions should not be the sole driving factor in making important decisions.,0.0,1.0
"In order to achieve success, one must be willing to make sacrifices.",0.0,1.0
Emotions should not dictate decision-making,0.0,1.0
"There are certain groups or individuals who are inherently more talented than others, regardless of equal opportunities.",1.0,0.2
Euthanasia should be legal and available to those who are suffering incurable illnesses,0.5,1.0
Emotions should not be the sole driving force for decision-making,0.0,1.0
Morals and ethics are subjective and cannot be used as a basis for making decisions.,0.625,0.4
Emotional decision making can lead to disastrous consequences,0.0,1.0
Emotions should not be the driving force behind important decisions,0.0,1.0
Happiness cannot always be the top priority in decision-making,0.0,0.8571428571428571
"The existence of life beyond Earth is highly probable, given the vastness of the universe.",0.0,1.0
Emotions can cloud judgment and should be minimized in decision-making,0.0,1.0
Certain jobs are better suited for certain genders based on physical and psychological traits.,1.0,0.0
Death is a natural and necessary part of life,0.0,1.0
"Taking risks can lead to great rewards, but it can also lead to failure.",0.0,1.0
Emotions should not always dictate decision-making.,0.0,1.0
Emotions should not always dictate decision-making,0.0,1.0
Emotions often cloud judgement and should not dictate decision-making.,1.0,1.0
There is no evidence for the existence of a higher power or afterlife.,0.0,1.0
"The concept of ""soulmates"" is purely a romantic notion without any evidence to support it.",0.0,1.0
The death penalty can be an effective deterrent to crime.,0.375,0.5
Emotions should not always guide decision making,0.0,1.0
It is important to prioritize the needs of oneself over others at times.,0.25,1.0
There is no such thing as destiny or fate. Our future is determined by the choices we make.,0.0,1.0
It is more rational to base decisions on data rather than emotions.,0.0,1.0
Emotions should not override reason when making important decisions.,0.0,1.0
Moral relativism is a flawed philosophy,0.0,0.5
Emotions are not always a reliable guide for decision making,0.0,1.0
Emotions should not always be the driving force behind decision-making.,0.0,1.0
Emotions should not always guide decision-making,0.0,1.0
Beliefs based solely on tradition or faith should not be prioritized over evidence-based information.,0.0,1.0
Emotions should not be the sole factor in decision making.,0.0,1.0
Emotions should not drive decision-making,0.0,1.0
Emotions can cloud judgment and lead to irrational decision-making,0.0,1.0
There is no scientific evidence to support the existence of ghosts or paranormal activity.,0.0,1.0
Emotions should not dictate important decisions,0.125,1.0
Charity can sometimes do more harm than good,0.125,1.0
Emotions should not be used as the basis for making important decisions,0.0,1.0
Emotions shouldn't dictate actions,0.0,1.0
Emotions should not dictate our actions or decisions.,0.0,1.0
The concept of free will is questionable based on current psychological research.,0.0,1.0
"The concept of ""luck"" is merely a result of random chance events.",0.0,1.0
Strict gun laws do not necessarily lead to lower crime rates.,0.0,1.0
Charity is not always effective at addressing poverty,0.0,1.0
Emotions should not always guide decision making,0.0,1.0
It is not necessary for everyone to pursue higher education.,0.125,1.0
The death penalty is an effective way to deter crime,0.42857142857142855,0.0
Emotions should not cloud our judgment when making important decisions.,0.375,1.0
"In most cases, emotions should not be the sole driver of decision-making.",0.75,1.0
